 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
  2.0289311E+10  1.9410000E+00  1.8353998E+02 
  2.0292788E+10  1.9410000E+00  1.8353998E+02 
  2.0296258E+10  1.9410000E+00  1.8353998E+02 
  2.0299739E+10  1.9410000E+00  1.8353998E+02 
  2.0303221E+10  1.9399998E+00  1.8350998E+02 
  2.0306698E+10  1.9399998E+00  1.8350998E+02 
  2.0310168E+10  1.9410000E+00  1.8350998E+02 
  2.0313379E+10  1.9410000E+00  1.8350998E+02 
  2.0316860E+10  1.9410000E+00  1.8350998E+02 
  2.0320338E+10  1.9410000E+00  1.8348999E+02 
  2.0323811E+10  1.9410000E+00  1.8348999E+02 
  2.0327289E+10  1.9410000E+00  1.8346997E+02 
  2.0330770E+10  1.9410000E+00  1.8348999E+02 
  2.0334248E+10  1.9410000E+00  1.8346997E+02 
  2.0337730E+10  1.9399998E+00  1.8346997E+02 
  2.0341199E+10  1.9410000E+00  1.8346997E+02 
  2.0344680E+10  1.9410000E+00  1.8344998E+02 
  2.0348158E+10  1.9410000E+00  1.8344998E+02 
  2.0351640E+10  1.9399998E+00  1.8344998E+02 
  2.0355109E+10  1.9410000E+00  1.8344998E+02 
  2.0357718E+10  1.9410000E+00  1.8344998E+02 
  2.0358590E+10  1.9410000E+00  1.8344998E+02 
  2.0359459E+10  1.9410000E+00  1.8344998E+02 
  2.0362940E+10  1.9410000E+00  1.8342999E+02 
  2.0366418E+10  1.9410000E+00  1.8342999E+02 
  2.0369891E+10  1.9399998E+00  1.8340997E+02 
  2.0371628E+10  1.9399998E+00  1.8342999E+02 
  2.0372070E+10  1.9410000E+00  1.8342999E+02 
  2.0375548E+10  1.9410000E+00  1.8340997E+02 
  2.0379021E+10  1.9410000E+00  1.8340997E+02 
  2.0382499E+10  1.9399998E+00  1.8337997E+02 
  2.0385980E+10  1.9410000E+00  1.8340997E+02 
  2.0389458E+10  1.9410000E+00  1.8340997E+02 
  2.0392931E+10  1.9410000E+00  1.8342999E+02 
  2.0396409E+10  1.9410000E+00  1.8337997E+02 
  2.0399829E+10  1.9410000E+00  1.8337997E+02 
  2.0403311E+10  1.9410000E+00  1.8335999E+02 
  2.0406788E+10  1.9410000E+00  1.8337997E+02 
  2.0407661E+10  1.9410000E+00  1.8335999E+02 
  2.0408091E+10  1.9410000E+00  1.8337997E+02 
  2.0408529E+10  1.9410000E+00  1.8335999E+02 
  2.0408959E+10  1.9410000E+00  1.8335999E+02 
  2.0409401E+10  1.9410000E+00  1.8335999E+02 
  2.0409831E+10  1.9410000E+00  1.8335999E+02 
  2.0410270E+10  1.9410000E+00  1.8335999E+02 
  2.0410700E+10  1.9410000E+00  1.8335999E+02 
  2.0411138E+10  1.9410000E+00  1.8335999E+02 
  2.0411568E+10  1.9410000E+00  1.8335999E+02 
  2.0412010E+10  1.9399998E+00  1.8334000E+02 
  2.0412441E+10  1.9410000E+00  1.8335999E+02 
  2.0412879E+10  1.9410000E+00  1.8334000E+02 
  2.0413309E+10  1.9410000E+00  1.8335999E+02 
  2.0413739E+10  1.9410000E+00  1.8335999E+02 
  2.0414181E+10  1.9410000E+00  1.8334000E+02 
  2.0414607E+10  1.9410000E+00  1.8335999E+02 
  2.0415050E+10  1.9410000E+00  1.8335999E+02 
  2.0415488E+10  1.9410000E+00  1.8335999E+02 
  2.0415918E+10  1.9410000E+00  1.8334000E+02 
  2.0416348E+10  1.9410000E+00  1.8334000E+02 
  2.0416791E+10  1.9410000E+00  1.8334000E+02 
  2.0417221E+10  1.9410000E+00  1.8334000E+02 
  2.0417659E+10  1.9410000E+00  1.8334000E+02 
  2.0418089E+10  1.9399998E+00  1.8331998E+02 
  2.0418531E+10  1.9399998E+00  1.8331998E+02 
  2.0418961E+10  1.9410000E+00  1.8335999E+02 
  2.0419400E+10  1.9410000E+00  1.8334000E+02 
  2.0419830E+10  1.9410000E+00  1.8334000E+02 
  2.0420268E+10  1.9399998E+00  1.8331998E+02 
  2.0420698E+10  1.9410000E+00  1.8335999E+02 
  2.0421128E+10  1.9399998E+00  1.8331998E+02 
  2.0422009E+10  1.9410000E+00  1.8334000E+02 
  2.0422439E+10  1.9410000E+00  1.8335999E+02 
  2.0422869E+10  1.9399998E+00  1.8331998E+02 
  2.0423311E+10  1.9399998E+00  1.8329999E+02 
  2.0423741E+10  1.9410000E+00  1.8334000E+02 
  2.0424180E+10  1.9410000E+00  1.8334000E+02 
  2.0424610E+10  1.9410000E+00  1.8334000E+02 
  2.0425048E+10  1.9410000E+00  1.8331998E+02 
  2.0425478E+10  1.9410000E+00  1.8331998E+02 
  2.0425921E+10  1.9410000E+00  1.8334000E+02 
  2.0426351E+10  1.9410000E+00  1.8331998E+02 
  2.0427219E+10  1.9399998E+00  1.8331998E+02 
  2.0427649E+10  1.9410000E+00  1.8334000E+02 
  2.0428091E+10  1.9410000E+00  1.8334000E+02 
  2.0428530E+10  1.9399998E+00  1.8334000E+02 
  2.0428960E+10  1.9399998E+00  1.8331998E+02 
  2.0429398E+10  1.9410000E+00  1.8331998E+02 
  2.0429828E+10  1.9410000E+00  1.8331998E+02 
  2.0430258E+10  1.9399998E+00  1.8331998E+02 
  2.0430701E+10  1.9410000E+00  1.8334000E+02 
  2.0431131E+10  1.9410000E+00  1.8331998E+02 
  2.0431569E+10  1.9399998E+00  1.8329999E+02 
  2.0431999E+10  1.9410000E+00  1.8334000E+02 
  2.0432441E+10  1.9410000E+00  1.8331998E+02 
  2.0432871E+10  1.9399998E+00  1.8331998E+02 
  2.0433310E+10  1.9410000E+00  1.8331998E+02 
  2.0433740E+10  1.9410000E+00  1.8331998E+02 
  2.0434178E+10  1.9410000E+00  1.8331998E+02 
  2.0434608E+10  1.9410000E+00  1.8331998E+02 
  2.0435050E+10  1.9410000E+00  1.8331998E+02 
  2.0435481E+10  1.9410000E+00  1.8331998E+02 
  2.0435919E+10  1.9410000E+00  1.8331998E+02 
  2.0436349E+10  1.9410000E+00  1.8331998E+02 
  2.0436779E+10  1.9399998E+00  1.8331998E+02 
  2.0437221E+10  1.9410000E+00  1.8331998E+02 
  2.0437647E+10  1.9410000E+00  1.8331998E+02 
  2.0438090E+10  1.9410000E+00  1.8331998E+02 
  2.0439388E+10  1.9410000E+00  1.8331998E+02 
  2.0439831E+10  1.9410000E+00  1.8331998E+02 
  2.0440261E+10  1.9410000E+00  1.8331998E+02 
  2.0440699E+10  1.9399998E+00  1.8329999E+02 
  2.0441129E+10  1.9410000E+00  1.8331998E+02 
  2.0441571E+10  1.9410000E+00  1.8331998E+02 
  2.0442001E+10  1.9410000E+00  1.8331998E+02 
  2.0442440E+10  1.9410000E+00  1.8331998E+02 
  2.0442870E+10  1.9410000E+00  1.8329999E+02 
  2.0443308E+10  1.9410000E+00  1.8331998E+02 
  2.0443738E+10  1.9410000E+00  1.8331998E+02 
  2.0444168E+10  1.9410000E+00  1.8331998E+02 
  2.0444611E+10  1.9410000E+00  1.8331998E+02 
  2.0445049E+10  1.9399998E+00  1.8329999E+02 
  2.0445479E+10  1.9410000E+00  1.8331998E+02 
  2.0445909E+10  1.9410000E+00  1.8331998E+02 
  2.0446781E+10  1.9399998E+00  1.8329999E+02 
  2.0447220E+10  1.9410000E+00  1.8331998E+02 
  2.0447650E+10  1.9410000E+00  1.8331998E+02 
  2.0448088E+10  1.9410000E+00  1.8329999E+02 
  2.0448518E+10  1.9410000E+00  1.8331998E+02 
  2.0448961E+10  1.9399998E+00  1.8329999E+02 
  2.0449391E+10  1.9410000E+00  1.8331998E+02 
  2.0449829E+10  1.9410000E+00  1.8331998E+02 
  2.0450259E+10  1.9399998E+00  1.8329999E+02 
  2.0450689E+10  1.9410000E+00  1.8331998E+02 
  2.0451131E+10  1.9410000E+00  1.8331998E+02 
  2.0451570E+10  1.9410000E+00  1.8331998E+02 
  2.0452000E+10  1.9410000E+00  1.8329999E+02 
  2.0452438E+10  1.9410000E+00  1.8329999E+02 
  2.0452868E+10  1.9410000E+00  1.8329999E+02 
  2.0453298E+10  1.9410000E+00  1.8329999E+02 
  2.0453741E+10  1.9410000E+00  1.8329999E+02 
  2.0454171E+10  1.9410000E+00  1.8331998E+02 
  2.0454609E+10  1.9399998E+00  1.8326999E+02 
  2.0455039E+10  1.9410000E+00  1.8329999E+02 
  2.0455481E+10  1.9410000E+00  1.8331998E+02 
  2.0455911E+10  1.9410000E+00  1.8331998E+02 
  2.0456350E+10  1.9410000E+00  1.8329999E+02 
  2.0456780E+10  1.9410000E+00  1.8329999E+02 
  2.0457218E+10  1.9399998E+00  1.8326999E+02 
  2.0457648E+10  1.9410000E+00  1.8329999E+02 
  2.0458521E+10  1.9410000E+00  1.8326999E+02 
  2.0458959E+10  1.9410000E+00  1.8329999E+02 
  2.0459389E+10  1.9399998E+00  1.8326999E+02 
  2.0459819E+10  1.9410000E+00  1.8329999E+02 
  2.0460261E+10  1.9410000E+00  1.8329999E+02 
  2.0461130E+10  1.9399998E+00  1.8326999E+02 
  2.0461568E+10  1.9410000E+00  1.8326999E+02 
  2.0461998E+10  1.9410000E+00  1.8329999E+02 
  2.0462428E+10  1.9410000E+00  1.8329999E+02 
  2.0462871E+10  1.9410000E+00  1.8326999E+02 
  2.0463301E+10  1.9410000E+00  1.8326999E+02 
  2.0463739E+10  1.9410000E+00  1.8329999E+02 
  2.0464169E+10  1.9410000E+00  1.8326999E+02 
  2.0464611E+10  1.9410000E+00  1.8329999E+02 
  2.0465041E+10  1.9399998E+00  1.8326999E+02 
  2.0465480E+10  1.9410000E+00  1.8329999E+02 
  2.0465910E+10  1.9410000E+00  1.8326999E+02 
  2.0466348E+10  1.9399998E+00  1.8326999E+02 
  2.0466778E+10  1.9399998E+00  1.8325000E+02 
  2.0467208E+10  1.9410000E+00  1.8329999E+02 
  2.0467651E+10  1.9399998E+00  1.8326999E+02 
  2.0468089E+10  1.9410000E+00  1.8326999E+02 
  2.0468519E+10  1.9410000E+00  1.8329999E+02 
  2.0468949E+10  1.9410000E+00  1.8326999E+02 
  2.0469391E+10  1.9410000E+00  1.8326999E+02 
  2.0469821E+10  1.9399998E+00  1.8326999E+02 
  2.0470260E+10  1.9410000E+00  1.8326999E+02 
  2.0470690E+10  1.9399998E+00  1.8325000E+02 
  2.0471128E+10  1.9410000E+00  1.8326999E+02 
  2.0471558E+10  1.9410000E+00  1.8326999E+02 
  2.0472001E+10  1.9410000E+00  1.8326999E+02 
  2.0472431E+10  1.9410000E+00  1.8326999E+02 
  2.0472869E+10  1.9410000E+00  1.8326999E+02 
  2.0473299E+10  1.9410000E+00  1.8326999E+02 
  2.0473729E+10  1.9410000E+00  1.8326999E+02 
  2.0474171E+10  1.9410000E+00  1.8326999E+02 
  2.0474610E+10  1.9410000E+00  1.8326999E+02 
  2.0475040E+10  1.9410000E+00  1.8326999E+02 
  2.0475478E+10  1.9410000E+00  1.8326999E+02 
  2.0475908E+10  1.9410000E+00  1.8326999E+02 
  2.0476338E+10  1.9410000E+00  1.8326999E+02 
  2.0476781E+10  1.9410000E+00  1.8326999E+02 
  2.0477211E+10  1.9410000E+00  1.8326999E+02 
  2.0477649E+10  1.9410000E+00  1.8326999E+02 
  2.0478079E+10  1.9410000E+00  1.8326999E+02 
  2.0478521E+10  1.9399998E+00  1.8325000E+02 
  2.0478951E+10  1.9410000E+00  1.8326999E+02 
  2.0479390E+10  1.9410000E+00  1.8326999E+02 
  2.0479820E+10  1.9410000E+00  1.8326999E+02 
  2.0480258E+10  1.9410000E+00  1.8326999E+02 
  2.0480688E+10  1.9410000E+00  1.8326999E+02 
  2.0481130E+10  1.9410000E+00  1.8326999E+02 
  2.0481561E+10  1.9399998E+00  1.8325000E+02 
  2.0481999E+10  1.9399998E+00  1.8325000E+02 
  2.0482429E+10  1.9410000E+00  1.8325000E+02 
  2.0482859E+10  1.9410000E+00  1.8326999E+02 
  2.0483301E+10  1.9410000E+00  1.8325000E+02 
  2.0483727E+10  1.9399998E+00  1.8325000E+02 
  2.0484170E+10  1.9410000E+00  1.8326999E+02 
  2.0484608E+10  1.9399998E+00  1.8325000E+02 
  2.0485038E+10  1.9399998E+00  1.8325000E+02 
  2.0485468E+10  1.9410000E+00  1.8326999E+02 
  2.0485911E+10  1.9410000E+00  1.8325000E+02 
  2.0486341E+10  1.9410000E+00  1.8326999E+02 
  2.0486779E+10  1.9410000E+00  1.8326999E+02 
  2.0487209E+10  1.9410000E+00  1.8325000E+02 
  2.0487651E+10  1.9399998E+00  1.8322998E+02 
  2.0488081E+10  1.9410000E+00  1.8326999E+02 
  2.0488520E+10  1.9410000E+00  1.8325000E+02 
  2.0488950E+10  1.9410000E+00  1.8325000E+02 
  2.0489388E+10  1.9410000E+00  1.8325000E+02 
  2.0489818E+10  1.9410000E+00  1.8325000E+02 
  2.0490248E+10  1.9410000E+00  1.8325000E+02 
  2.0490691E+10  1.9410000E+00  1.8325000E+02 
  2.0491129E+10  1.9410000E+00  1.8325000E+02 
  2.0491559E+10  1.9399998E+00  1.8322998E+02 
  2.0491989E+10  1.9399998E+00  1.8322998E+02 
  2.0492431E+10  1.9399998E+00  1.8322998E+02 
  2.0492861E+10  1.9399998E+00  1.8322998E+02 
  2.0493300E+10  1.9399998E+00  1.8322998E+02 
  2.0493730E+10  1.9399998E+00  1.8322998E+02 
  2.0494168E+10  1.9399998E+00  1.8322998E+02 
  2.0494598E+10  1.9399998E+00  1.8322998E+02 
  2.0495041E+10  1.9399998E+00  1.8322998E+02 
  2.0495471E+10  1.9410000E+00  1.8325000E+02 
  2.0495909E+10  1.9410000E+00  1.8325000E+02 
  2.0496339E+10  1.9399998E+00  1.8322998E+02 
  2.0496769E+10  1.9399998E+00  1.8322998E+02 
  2.0497211E+10  1.9410000E+00  1.8325000E+02 
  2.0497650E+10  1.9410000E+00  1.8325000E+02 
  2.0498080E+10  1.9399998E+00  1.8322998E+02 
  2.0498518E+10  1.9410000E+00  1.8325000E+02 
  2.0498948E+10  1.9399998E+00  1.8322998E+02 
  2.0499378E+10  1.9399998E+00  1.8322998E+02 
  2.0499821E+10  1.9399998E+00  1.8322998E+02 
  2.0500251E+10  1.9399998E+00  1.8322998E+02 
  2.0500689E+10  1.9399998E+00  1.8322998E+02 
  2.0501119E+10  1.9399998E+00  1.8322998E+02 
  2.0501561E+10  1.9399998E+00  1.8322998E+02 
  2.0501991E+10  1.9399998E+00  1.8322998E+02 
  2.0502430E+10  1.9410000E+00  1.8325000E+02 
  2.0502860E+10  1.9399998E+00  1.8322998E+02 
  2.0503298E+10  1.9399998E+00  1.8322998E+02 
  2.0503728E+10  1.9399998E+00  1.8322998E+02 
  2.0504170E+10  1.9399998E+00  1.8322998E+02 
  2.0504601E+10  1.9410000E+00  1.8322998E+02 
  2.0505039E+10  1.9399998E+00  1.8322998E+02 
  2.0505469E+10  1.9399998E+00  1.8322998E+02 
  2.0505899E+10  1.9399998E+00  1.8322998E+02 
  2.0506341E+10  1.9399998E+00  1.8322998E+02 
  2.0506767E+10  1.9399998E+00  1.8322998E+02 
  2.0507210E+10  1.9399998E+00  1.8322998E+02 
  2.0507648E+10  1.9399998E+00  1.8320999E+02 
  2.0508078E+10  1.9399998E+00  1.8322998E+02 
  2.0508508E+10  1.9410000E+00  1.8325000E+02 
  2.0508951E+10  1.9399998E+00  1.8322998E+02 
  2.0509381E+10  1.9399998E+00  1.8322998E+02 
  2.0509819E+10  1.9399998E+00  1.8322998E+02 
  2.0510249E+10  1.9399998E+00  1.8322998E+02 
  2.0510691E+10  1.9399998E+00  1.8322998E+02 
  2.0511121E+10  1.9399998E+00  1.8322998E+02 
  2.0511990E+10  1.9410000E+00  1.8322998E+02 
  2.0512428E+10  1.9399998E+00  1.8320999E+02 
  2.0512858E+10  1.9399998E+00  1.8322998E+02 
  2.0513288E+10  1.9399998E+00  1.8320999E+02 
  2.0513731E+10  1.9399998E+00  1.8322998E+02 
  2.0514169E+10  1.9399998E+00  1.8322998E+02 
  2.0514599E+10  1.9399998E+00  1.8320999E+02 
  2.0515029E+10  1.9399998E+00  1.8320999E+02 
  2.0515471E+10  1.9410000E+00  1.8322998E+02 
  2.0515901E+10  1.9399998E+00  1.8322998E+02 
  2.0516340E+10  1.9399998E+00  1.8320999E+02 
  2.0516770E+10  1.9399998E+00  1.8320999E+02 
  2.0517208E+10  1.9410000E+00  1.8322998E+02 
  2.0517638E+10  1.9399998E+00  1.8320999E+02 
  2.0518081E+10  1.9399998E+00  1.8320999E+02 
  2.0518511E+10  1.9399998E+00  1.8320999E+02 
  2.0518949E+10  1.9399998E+00  1.8322998E+02 
  2.0519379E+10  1.9410000E+00  1.8322998E+02 
  2.0519809E+10  1.9399998E+00  1.8320999E+02 
  2.0520251E+10  1.9399998E+00  1.8320999E+02 
  2.0520690E+10  1.9410000E+00  1.8322998E+02 
  2.0521120E+10  1.9399998E+00  1.8320999E+02 
  2.0521558E+10  1.9399998E+00  1.8320999E+02 
  2.0521988E+10  1.9410000E+00  1.8322998E+02 
  2.0522418E+10  1.9399998E+00  1.8320999E+02 
  2.0522861E+10  1.9399998E+00  1.8320999E+02 
  2.0523291E+10  1.9399998E+00  1.8320999E+02 
  2.0523729E+10  1.9399998E+00  1.8320999E+02 
  2.0524159E+10  1.9399998E+00  1.8320999E+02 
  2.0524601E+10  1.9399998E+00  1.8320999E+02 
  2.0525031E+10  1.9399998E+00  1.8320999E+02 
  2.0525470E+10  1.9399998E+00  1.8320999E+02 
  2.0525900E+10  1.9399998E+00  1.8320999E+02 
  2.0526338E+10  1.9399998E+00  1.8322998E+02 
  2.0526768E+10  1.9410000E+00  1.8322998E+02 
  2.0527210E+10  1.9399998E+00  1.8318997E+02 
  2.0527641E+10  1.9399998E+00  1.8320999E+02 
  2.0528079E+10  1.9399998E+00  1.8318997E+02 
  2.0528509E+10  1.9399998E+00  1.8320999E+02 
  2.0528939E+10  1.9399998E+00  1.8320999E+02 
  2.0529381E+10  1.9399998E+00  1.8318997E+02 
  2.0529807E+10  1.9410000E+00  1.8320999E+02 
  2.0530250E+10  1.9399998E+00  1.8318997E+02 
  2.0530688E+10  1.9399998E+00  1.8318997E+02 
  2.0531118E+10  1.9399998E+00  1.8316998E+02 
  2.0531548E+10  1.9399998E+00  1.8318997E+02 
  2.0531991E+10  1.9399998E+00  1.8320999E+02 
  2.0532421E+10  1.9399998E+00  1.8320999E+02 
  2.0532859E+10  1.9399998E+00  1.8318997E+02 
  2.0533289E+10  1.9399998E+00  1.8318997E+02 
  2.0533731E+10  1.9399998E+00  1.8318997E+02 
  2.0534161E+10  1.9399998E+00  1.8318997E+02 
  2.0534600E+10  1.9399998E+00  1.8318997E+02 
  2.0535030E+10  1.9399998E+00  1.8318997E+02 
  2.0535468E+10  1.9410000E+00  1.8320999E+02 
  2.0535898E+10  1.9399998E+00  1.8318997E+02 
  2.0536328E+10  1.9410000E+00  1.8320999E+02 
  2.0536771E+10  1.9399998E+00  1.8320999E+02 
  2.0537209E+10  1.9399998E+00  1.8318997E+02 
  2.0537639E+10  1.9399998E+00  1.8318997E+02 
  2.0538069E+10  1.9399998E+00  1.8318997E+02 
  2.0538511E+10  1.9399998E+00  1.8320999E+02 
  2.0541989E+10  1.9399998E+00  1.8318997E+02 
  2.0544598E+10  1.9410000E+00  1.8320999E+02 
  2.0545028E+10  1.9399998E+00  1.8318997E+02 
  2.0548510E+10  1.9410000E+00  1.8320999E+02 
  2.0548940E+10  1.9410000E+00  1.8320999E+02 
  2.0549808E+10  1.9399998E+00  1.8320999E+02 
  2.0553290E+10  1.9399998E+00  1.8318997E+02 
  2.0556759E+10  1.9410000E+00  1.8318997E+02 
  2.0560249E+10  1.9399998E+00  1.8316998E+02 
  2.0563718E+10  1.9410000E+00  1.8316998E+02 
  2.0569809E+10  1.9399998E+00  1.8316998E+02 
  2.0570239E+10  1.9410000E+00  1.8316998E+02 
  2.0570681E+10  1.9399998E+00  1.8316998E+02 
  2.0574159E+10  1.9410000E+00  1.8316998E+02 
  2.0577628E+10  1.9399998E+00  1.8313998E+02 
  2.0580680E+10  1.9399998E+00  1.8313998E+02 
  2.0581110E+10  1.9399998E+00  1.8312000E+02 
  2.0581548E+10  1.9399998E+00  1.8312000E+02 
  2.0581978E+10  1.9399998E+00  1.8309998E+02 
  2.0582408E+10  1.9399998E+00  1.8312000E+02 
  2.0582851E+10  1.9410000E+00  1.8316998E+02 
  2.0583289E+10  1.9399998E+00  1.8309998E+02 
  2.0583719E+10  1.9399998E+00  1.8312000E+02 
  2.0584149E+10  1.9399998E+00  1.8312000E+02 
  2.0584591E+10  1.9399998E+00  1.8309998E+02 
  2.0585021E+10  1.9410000E+00  1.8313998E+02 
  2.0585460E+10  1.9399998E+00  1.8312000E+02 
  2.0586328E+10  1.9399998E+00  1.8312000E+02 
  2.0586758E+10  1.9399998E+00  1.8312000E+02 
  2.0587201E+10  1.9399998E+00  1.8309998E+02 
  2.0587631E+10  1.9399998E+00  1.8312000E+02 
  2.0588069E+10  1.9399998E+00  1.8312000E+02 
  2.0588499E+10  1.9399998E+00  1.8312000E+02 
  2.0588929E+10  1.9399998E+00  1.8309998E+02 
  2.0589371E+10  1.9399998E+00  1.8309998E+02 
  2.0589797E+10  1.9399998E+00  1.8312000E+02 
  2.0590240E+10  1.9399998E+00  1.8312000E+02 
  2.0590678E+10  1.9399998E+00  1.8312000E+02 
  2.0591108E+10  1.9410000E+00  1.8312000E+02 
  2.0591538E+10  1.9410000E+00  1.8312000E+02 
  2.0591981E+10  1.9410000E+00  1.8312000E+02 
  2.0592411E+10  1.9399998E+00  1.8309998E+02 
  2.0592849E+10  1.9399998E+00  1.8309998E+02 
  2.0593279E+10  1.9399998E+00  1.8309998E+02 
  2.0593721E+10  1.9410000E+00  1.8312000E+02 
  2.0594151E+10  1.9399998E+00  1.8309998E+02 
  2.0594590E+10  1.9399998E+00  1.8309998E+02 
  2.0595020E+10  1.9399998E+00  1.8309998E+02 
  2.0595458E+10  1.9399998E+00  1.8309998E+02 
  2.0595888E+10  1.9399998E+00  1.8309998E+02 
  2.0596318E+10  1.9399998E+00  1.8309998E+02 
  2.0596761E+10  1.9399998E+00  1.8312000E+02 
  2.0597199E+10  1.9399998E+00  1.8309998E+02 
  2.0597629E+10  1.9399998E+00  1.8309998E+02 
  2.0598059E+10  1.9399998E+00  1.8309998E+02 
  2.0598501E+10  1.9399998E+00  1.8309998E+02 
  2.0598927E+10  1.9399998E+00  1.8309998E+02 
  2.0599370E+10  1.9399998E+00  1.8309998E+02 
  2.0599800E+10  1.9399998E+00  1.8309998E+02 
  2.0600238E+10  1.9399998E+00  1.8309998E+02 
  2.0600668E+10  1.9399998E+00  1.8309998E+02 
  2.0601111E+10  1.9399998E+00  1.8309998E+02 
  2.0601541E+10  1.9410000E+00  1.8309998E+02 
  2.0601979E+10  1.9399998E+00  1.8309998E+02 
  2.0602409E+10  1.9399998E+00  1.8309998E+02 
  2.0602839E+10  1.9399998E+00  1.8309998E+02 
  2.0603281E+10  1.9399998E+00  1.8309998E+02 
  2.0603720E+10  1.9399998E+00  1.8309998E+02 
  2.0604150E+10  1.9399998E+00  1.8309998E+02 
  2.0604588E+10  1.9399998E+00  1.8309998E+02 
  2.0605018E+10  1.9399998E+00  1.8309998E+02 
  2.0605448E+10  1.9399998E+00  1.8309998E+02 
  2.0605891E+10  1.9410000E+00  1.8309998E+02 
  2.0606321E+10  1.9399998E+00  1.8307999E+02 
  2.0606759E+10  1.9399998E+00  1.8307999E+02 
  2.0607189E+10  1.9399998E+00  1.8309998E+02 
  2.0607631E+10  1.9399998E+00  1.8309998E+02 
  2.0608061E+10  1.9399998E+00  1.8309998E+02 
  2.0608500E+10  1.9399998E+00  1.8309998E+02 
  2.0608930E+10  1.9399998E+00  1.8309998E+02 
  2.0609368E+10  1.9399998E+00  1.8309998E+02 
  2.0609798E+10  1.9399998E+00  1.8309998E+02 
  2.0610241E+10  1.9399998E+00  1.8307999E+02 
  2.0610671E+10  1.9399998E+00  1.8309998E+02 
  2.0611109E+10  1.9399998E+00  1.8307999E+02 
  2.0611539E+10  1.9399998E+00  1.8309998E+02 
  2.0611969E+10  1.9399998E+00  1.8307999E+02 
  2.0612411E+10  1.9399998E+00  1.8307999E+02 
  2.0612837E+10  1.9410000E+00  1.8312000E+02 
  2.0613280E+10  1.9399998E+00  1.8309998E+02 
  2.0613718E+10  1.9399998E+00  1.8307999E+02 
  2.0614148E+10  1.9399998E+00  1.8307999E+02 
  2.0614578E+10  1.9399998E+00  1.8307999E+02 
  2.0615021E+10  1.9399998E+00  1.8307999E+02 
  2.0615451E+10  1.9399998E+00  1.8306000E+02 
  2.0615889E+10  1.9410000E+00  1.8309998E+02 
  2.0616319E+10  1.9399998E+00  1.8307999E+02 
  2.0616761E+10  1.9399998E+00  1.8307999E+02 
  2.0617191E+10  1.9399998E+00  1.8307999E+02 
  2.0617630E+10  1.9399998E+00  1.8307999E+02 
  2.0618060E+10  1.9399998E+00  1.8307999E+02 
  2.0618498E+10  1.9399998E+00  1.8306000E+02 
  2.0618928E+10  1.9399998E+00  1.8306000E+02 
  2.0619358E+10  1.9399998E+00  1.8306000E+02 
  2.0619801E+10  1.9410000E+00  1.8309998E+02 
  2.0620239E+10  1.9399998E+00  1.8307999E+02 
  2.0620669E+10  1.9399998E+00  1.8307999E+02 
  2.0621099E+10  1.9399998E+00  1.8307999E+02 
  2.0621541E+10  1.9399998E+00  1.8306000E+02 
  2.0621967E+10  1.9399998E+00  1.8306000E+02 
  2.0622410E+10  1.9399998E+00  1.8306000E+02 
  2.0622840E+10  1.9399998E+00  1.8306000E+02 
  2.0623278E+10  1.9399998E+00  1.8306000E+02 
  2.0623708E+10  1.9399998E+00  1.8306000E+02 
  2.0624151E+10  1.9399998E+00  1.8307999E+02 
  2.0624581E+10  1.9410000E+00  1.8307999E+02 
  2.0625019E+10  1.9410000E+00  1.8307999E+02 
  2.0625449E+10  1.9410000E+00  1.8307999E+02 
  2.0625879E+10  1.9399998E+00  1.8306000E+02 
  2.0626321E+10  1.9399998E+00  1.8306000E+02 
  2.0626760E+10  1.9399998E+00  1.8306000E+02 
  2.0627628E+10  1.9399998E+00  1.8306000E+02 
  2.0628058E+10  1.9399998E+00  1.8306000E+02 
  2.0628488E+10  1.9399998E+00  1.8306000E+02 
  2.0628931E+10  1.9399998E+00  1.8306000E+02 
  2.0629361E+10  1.9410000E+00  1.8307999E+02 
  2.0629799E+10  1.9410000E+00  1.8307999E+02 
  2.0630671E+10  1.9399998E+00  1.8306000E+02 
  2.0631101E+10  1.9410000E+00  1.8307999E+02 
  2.0631540E+10  1.9410000E+00  1.8307999E+02 
  2.0631970E+10  1.9399998E+00  1.8303000E+02 
  2.0632408E+10  1.9399998E+00  1.8306000E+02 
  2.0632838E+10  1.9399998E+00  1.8306000E+02 
  2.0633281E+10  1.9399998E+00  1.8306000E+02 
  2.0633711E+10  1.9399998E+00  1.8306000E+02 
